,en_curid,name,numlangs,birthcity,birthstate,countryName,countryCode,countryCode3,LAT,LON,continentName,birthyear,gender,occupation,industry,domain,TotalPageViews,L_star,StdDevPageViews,PageViewsEnglish,PageViewsNonEnglish,AverageViews,HPI
1055,22680,Oda Nobunaga,49,Nagoya,,JAPAN,JP,JPN,35.185556,136.89861100000002,Asia,1534,Male,MILITARY PERSONNEL,MILITARY,INSTITUTIONS,15338264,3.451439379,53477.64411,2599318,12738946,313025.7959,27.32490313
1587,34350,Yoko Ono,49,Tokyo,,JAPAN,JP,JPN,35.683333000000005,139.683333,Asia,1933,Female,ARTIST,FINE ARTS,ARTS,15232388,5.9387515639999995,82913.5418,8272427,6959961,310865.0612,25.52668242
10709,16100029,Novak Djokovic,108,Belgrade,,SERBIA,RS,SRB,44.816666999999995,20.466667,Europe,1987,Male,TENNIS PLAYER,INDIVIDUAL SPORTS,SPORTS,15210079,5.701826225,248484.9574,9458995,5751084,140834.0648,17.88998738
10693,15263646,deadmau5,29,Niagara Falls,,CANADA,CA,CAN,43.116667,-79.06666700000001,North America,1981,Male,MUSICIAN,MUSIC,ARTS,15194843,2.7275870369999997,162682.0816,11838279,3356564,523960.1034,16.72881752
11161,26033941,Julian Assange,83,Townsville,,Australia,AU,AUS,-19.256389000000002,146.818333,Oceania,1971,Male,JOURNALIST,LANGUAGE,HUMANITIES,15181933,5.180073477,522276.9717,9424913,5757020,182914.8554,19.41874632
1585,34226,Yuri Gagarin,119,Klushino,,Russia,RU,RUS,55.670832999999995,35.053333,Europe,1934,Male,ASTRONAUT,EXPLORERS,EXPLORATION,15173213,12.09685211,442693.7629,6480168,8693045,127505.9916,25.65973545
7900,692124,Diane Kruger,45,Algermissen,,GERMANY,DE,DEU,52.254444,9.971111,Europe,1976,Female,ACTOR,FILM AND THEATRE,ARTS,15140092,5.670705171,84914.6412,7456758,7683334,336446.4889,20.19377002
7573,596566,Eva Green,42,Paris,,FRANCE,FR,FRA,48.8567,2.3508,Europe,1980,Female,ACTOR,FILM AND THEATRE,ARTS,15136344,5.266505905,116086.9028,8353075,6783269,360389.1429,18.95933804
6927,427018,Kareena Kapoor,40,Mumbai,,India,IN,IND,18.975,72.82583299999999,Asia,1980,Female,ACTOR,FILM AND THEATRE,ARTS,15084960,1.746322015,149614.3869,13603280,1481680,377124.0,16.02828739
9077,1491798,Gerard Piqué,57,Barcelona,,SPAIN,ES,ESP,41.383333,2.183333,Europe,1987,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,14972669,9.035415905,162308.1682,5555888,9416781,262678.4035,18.614531500000002
11007,22048328,Robin van Persie,57,Rotterdam,,NETHERLANDS,NL,NLD,51.916667,4.5,Europe,1983,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,14966195,7.161678091000001,198755.6604,8221925,6744270,262564.8246,18.51996591
2072,47643,Michel Foucault,69,Poitiers,,France,FR,FRA,46.58,0.34,Europe,1926,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,14960062,9.379267562999999,44673.94898,5734675,9225387,216812.4928,27.26863237
10900,19914843,Ferdinand Magellan,120,Sabrosa,,PORTUGAL,PT,PRT,41.284444,-7.595,Europe,1480,Male,EXPLORER,EXPLORERS,EXPLORATION,14936167,11.62766673,63695.730370000005,6150220,8785947,124468.0583,28.93929621
4094,160126,Cate Blanchett,61,Ivanhoe,,Australia,AU,AUS,-37.7703,145.0457,Oceania,1969,Female,ACTOR,FILM AND THEATRE,ARTS,14909594,6.17526979,65287.814620000005,7749480,7160114,244419.5738,21.88518164
2720,66417,Ichiro Suzuki,50,Kasugai,,JAPAN,JP,JPN,35.247778000000004,136.972222,Asia,1973,Male,BASEBALL PLAYER,TEAM SPORTS,SPORTS,14835480,2.1365716630000002,99105.54661,3140981,11694499,296709.6,20.05302976
588,13550,Hans Christian Andersen,103,Odense,,DENMARK,DK,DNK,55.395832999999996,10.388611000000001,Europe,1805,Male,WRITER,LANGUAGE,HUMANITIES,14827483,16.17147242,180240.2129,4477974,10349509,143956.1456,27.55392831
517,12425,Gustav Klimt,70,Vienna,,AUSTRIA,AT,AUT,48.206389,16.275555999999998,Europe,1862,Male,PAINTER,FINE ARTS,ARTS,14817352,11.57936291,351304.8071,5240041,9577311,211676.4571,25.85706333
2321,53736,Hayden Christensen,38,Vancouver,,CANADA,CA,CAN,49.25,-123.1,North America,1981,Male,ACTOR,FILM AND THEATRE,ARTS,14722691,5.3626451180000005,45807.286210000006,8122926,6599765,387439.2368,19.58705258
2213,51255,Charles de Gaulle,107,Lille,,FRANCE,FR,FRA,50.6278,3.0583,Europe,1890,Male,MILITARY PERSONNEL,MILITARY,INSTITUTIONS,14688101,9.766124867,56618.84632999999,4903461,9784640,137271.97199999998,27.80111517
11293,31665644,Saint Peter,98,Bethsaida,,Syria,SY,SYR,32.91,35.631,Asia,0,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,14650751,9.851525947999999,89618.55575,6145198,8505553,149497.4592,29.13640773
5192,229198,Haruki Murakami,54,Kyoto,,Japan,JP,JPN,34.935556,135.76138899999998,Asia,1949,Male,WRITER,LANGUAGE,HUMANITIES,14583103,7.320614738,65729.72466,4405456,10177647,270057.463,25.38364133
2214,51271,Louis XVI of France,74,Paris,,France,FR,FRA,48.804404,2.1231619999999998,Europe,1754,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,14510221,9.181256322000001,63353.18131,5571428,8938793,196084.0676,27.69276175
10222,5962511,Kim Jong-un,70,Pyongyang,,North Korea,KP,PRK,39.019444,125.738056,Asia,1983,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,14501187,7.220978618999999,411915.7495,7753898,6747289,207159.8143,17.9737975
1442,30072,Thales,84,Miletus,,Turkey,TR,TUR,37.530278,27.278333,Asia,-635,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,14460625,9.828450276,65334.2777,2173292,12287333,172150.2976,29.848522999999997
9769,3002912,Franck Ribéry,61,Boulogne-sur-Mer,,France,FR,FRA,50.7264,1.6147,Europe,1983,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,14437270,9.680314245,159628.62300000002,4604560,9832710,236676.5574,19.44940516
926,19444,Miguel de Cervantes,128,Alcalá de Henares,,SPAIN,ES,ESP,40.466667,-3.3666669999999996,Europe,1547,Male,WRITER,LANGUAGE,HUMANITIES,14409252,6.25783503,127591.7317,2610726,11798526,112572.2813,27.85156688
2682,65145,Paulo Coelho,69,Rio de Janeiro,,BRAZIL,BR,BRA,-22.908333,-43.196389,South America,1947,Male,WRITER,LANGUAGE,HUMANITIES,14311386,10.69888271,72606.51269,4185642,10125744,207411.3913,26.19269594
1905,44463,Sophia Loren,70,Rome,,ITALY,IT,ITA,41.9,12.5,Europe,1934,Female,ACTOR,FILM AND THEATRE,ARTS,14288949,8.142890143999999,69636.08635,6736560,7552389,204127.8429,26.38219797
2,339,Ayn Rand,55,Saint Petersburg,,Russia,RU,RUS,59.95,30.3,Europe,1905,Female,WRITER,LANGUAGE,HUMANITIES,14208218,3.175684852,87632.4902,11023490,3184728,258331.2364,24.32593556
8046,745856,Isla Fisher,30,Muscat,,OMAN,OM,OMN,23.61,58.54,Asia,1976,Female,ACTOR,FILM AND THEATRE,ARTS,14160123,3.1538413060000003,106570.1556,10388717,3771406,472004.1,18.19593338
1367,26983,Saladin,104,Tikrit,,Iraq,IQ,IRQ,34.6,43.683333000000005,Asia,1138,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,14119978,10.58671473,52452.056710000004,5828191,8291787,135769.0192,29.14011674
9520,2278804,Henry Cavill,29,Saint Saviour,,JERSEY,JE,JEY,49.19023,-2.07916,Europe,1983,Male,ACTOR,FILM AND THEATRE,ARTS,14038774,3.461282337,234843.3671,9591460,4447314,484095.6552,16.46989889
8682,1086479,Carla Bruni,51,Turin,,ITALY,IT,ITA,45.066666999999995,7.7,Europe,1967,Female,MODEL,MEDIA PERSONALITY,PUBLIC FIGURE,14027014,7.378313042,103885.4483,5991589,8035425,275039.4902,21.79173603
334,8551,David,72,Bethlehem,,Palestine,PS,PSE,31.703056,35.195555999999996,Asia,-1040,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,14023246,7.549887564,51185.68116,6606099,7417147,194767.3056,29.24185548
1243,24472,Paul Cézanne,86,Aix-en-Provence,,France,FR,FRA,43.526303999999996,5.445429,Europe,1839,Male,PAINTER,FINE ARTS,ARTS,14017943,11.33138996,365569.9901,4902728,9115215,162999.3372,25.9988209
2459,59600,Charles Bukowski,51,Andernach,,GERMANY,DE,DEU,50.439721999999996,7.401667,Europe,1920,Male,WRITER,LANGUAGE,HUMANITIES,14004451,8.15551479,63045.221560000005,5850696,8153755,274597.0784,26.34070061
370,9516,Erwin Rommel,68,Heidenheim an der Brenz,,GERMANY,DE,DEU,48.676111,10.154444,Europe,1891,Male,MILITARY PERSONNEL,MILITARY,INSTITUTIONS,13916625,9.982613345,53524.597330000004,5552900,8363725,204656.25,27.20916777
10805,18933360,Björk,70,Reykjavik,,ICELAND,IS,ISL,64.133333,-21.933332999999998,Europe,1965,Female,MUSICIAN,MUSIC,ARTS,13821895,7.223912478,42749.07124,6723219,7098676,197455.6429,23.15293052
3261,87985,Neil Young,43,Toronto,,CANADA,CA,CAN,43.7,-79.4,North America,1945,Male,MUSICIAN,MUSIC,ARTS,13819516,5.202306945,37135.34525,8231929,5587587,321384.093,25.34697925
10403,8104201,Christoph Waltz,41,Vienna,,AUSTRIA,AT,AUT,48.2,16.366667,Europe,1956,Male,ACTOR,FILM AND THEATRE,ARTS,13726882,4.842474923999999,287497.3398,7036964,6689918,334802.0,21.65564398
10834,19008577,William Shatner,46,Côte Saint-Luc,,CANADA,CA,CAN,45.466667,-73.666667,North America,1931,Male,ACTOR,FILM AND THEATRE,ARTS,13724082,2.934098751,73303.5767,10435876,3288206,298349.6087,24.04530228
6343,350641,Roxelana,35,Ukraine,,Ukraine,UA,UKR,,,Europe,1506,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,13713388,7.20418707,219966.6174,1527389,12185999,391811.0857,26.194715600000002
1004,20787,Mary Magdalene,65,Magdala,,Israel,IL,ISR,32.825,35.5075,Asia,1,Female,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,13657412,9.731113378,54415.34625,5694713,7962699,210114.0308,29.07592678
247,6046,Cicero,83,Arpino,,Italy,IT,ITA,,,Europe,-106,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,13649824,10.97217326,44741.58703,5113041,8536783,164455.7108,29.74259407
2750,67377,Ho Chi Minh,87,Nghe An Province,,Vietnam,VN,VNM,18.883333,105.316667,Asia,1890,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,13635603,6.885659326,87393.84902000001,5316870,8318733,156731.06900000002,26.57397528
446,10868,Francisco Goya,116,Fuendetodos,,SPAIN,ES,ESP,41.343333,-0.858611,Europe,1746,Male,PAINTER,FINE ARTS,ARTS,13608720,10.40398698,51152.35312,3868360,9740360,117316.5517,28.52490732
9436,2108060,Xavi,64,Terrassa,,SPAIN,ES,ESP,41.561111,2.0080560000000003,Europe,1980,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,13568648,10.03806282,119484.3756,4959235,8609413,212010.125,20.12578209
276,7018,Caravaggio,71,Milan,,ITALY,IT,ITA,45.466667,9.183333,Europe,1571,Male,PAINTER,FINE ARTS,ARTS,13560021,10.26572796,50587.83062,4144019,9416002,190986.2113,28.35786721
870,17902,Leonhard Euler,108,Basel,,SWITZERLAND,CH,CHE,47.566666999999995,7.6,Europe,1707,Male,MATHEMATICIAN,MATH,SCIENCE & TECHNOLOGY,13495418,13.58198126,626849.9691,4519620,8975798,124957.5741,26.22234371
8277,838950,Priyanka Chopra,49,Jamshedpur,,India,IN,IND,22.8,86.3,Asia,1982,Female,ACTOR,FILM AND THEATRE,ARTS,13478376,1.750143147,113875.3807,12179961,1298415,275068.898,15.9309134
1817,42716,Nelly Furtado,62,Victoria,,CANADA,CA,CAN,48.422151,-123.3657,North America,1978,Female,SINGER,MUSIC,ARTS,13472396,6.704630183,48863.07212,6891115,6581281,217296.7097,20.63702429
584,13487,Hermann Göring,65,Rosenheim,,GERMANY,DE,DEU,47.85,12.133333,Europe,1893,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,13431192,9.480855501,34341.94498,5359664,8071528,206633.7231,27.47326192
868,17900,Le Corbusier,107,La Chaux-de-Fonds,,SWITZERLAND,CH,CHE,47.101333000000004,6.825,Europe,1887,Male,ARCHITECT,DESIGN,ARTS,13401962,11.73754504,41818.00555,4127437,9274525,125251.9813,28.1602067
106,1828,Amitabh Bachchan,56,Allahabad,,India,IN,IND,25.45,81.85,Asia,1942,Male,ACTOR,FILM AND THEATRE,ARTS,13399037,2.174105804,85497.0565,11566503,1832534,239268.5179,23.07584302
478,11625,Fyodor Dostoyevsky,113,Moscow,,Russia,RU,RUS,55.75,37.616667,Europe,1821,Male,WRITER,LANGUAGE,HUMANITIES,13376431,15.67683126,73956.8735,3983245,9393186,118375.4956,28.24864937
1399,28329,Solomon,79,Jerusalem,,Israel,IL,ISR,31.783333000000002,35.216667,Asia,-1000,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,13359813,9.86547647,52663.98726,5568945,7790868,169111.557,29.56485307
5337,240989,Yao Ming,38,Shanghai,,China,CN,CHN,31.2,121.5,Asia,1980,Male,BASKETBALL PLAYER,TEAM SPORTS,SPORTS,13308768,5.358496689,116240.1364,7810501,5498267,350230.7368,18.53654994
3182,84065,Ricky Martin,57,San Juan,,PUERTO RICO,PR,PRI,18.45,-66.06666700000001,North America,1971,Male,SINGER,MUSIC,ARTS,13287375,6.056223686,86946.84831,6962520,6324855,233111.8421,20.952900600000003
6900,420855,Joseph Kony,42,Other,,Uganda,UG,UGA,,,Africa,1961,Male,EXTREMIST,OUTLAWS,PUBLIC FIGURE,13276313,2.7031685789999997,991857.3472,10579143,2697170,316102.6905,18.13609051
3644,142241,Gene Simmons,33,Tirat Carmel,,Israel,IL,ISR,32.766667,34.966667,Asia,1949,Male,MUSICIAN,MUSIC,ARTS,13267706,3.5711496960000004,67995.00776000001,9201819,4065887,402051.69700000004,23.12738261
1680,38367,Oskar Schindler,51,Svitavy,,Czech Republic,CZ,CZE,49.755556,16.469444,Europe,1908,Male,BUSINESSPERSON,BUSINESS,BUSINESS & LAW,13227107,7.873405322000001,66518.28791,5908080,7319027,259355.0392,26.17430754
8435,921454,Michael Cera,27,Brampton,,CANADA,CA,CAN,43.683333000000005,-79.766667,North America,1988,Male,ACTOR,FILM AND THEATRE,ARTS,13156021,2.659199132,68165.73181,10172482,2983539,487260.037,16.06186598
10926,20647359,Elisha Cuthbert,40,Calgary,,CANADA,CA,CAN,51.05,-114.066667,North America,1982,Female,ACTOR,FILM AND THEATRE,ARTS,13121735,4.528932287,44934.64904,8253858,4867877,328043.375,18.903353699999997
7570,595801,Akshay Kumar,35,Amritsar,,India,IN,IND,31.64,74.86,Asia,1967,Male,ACTOR,FILM AND THEATRE,ARTS,13071687,1.496733808,85258.76085,12230427,841260,373476.7714,17.69034581
1931,44888,Franz Schubert,91,Alsergrund,,Austria,AT,AUT,48.225278,16.356944,Europe,1797,Male,COMPOSER,MUSIC,ARTS,12991222,12.58041344,152135.5663,3623201,9368021,142760.6813,27.14384785
8096,756433,Arjen Robben,58,Bedum,,NETHERLANDS,NL,NLD,53.3,6.6,Europe,1984,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,12987276,9.905675527,156176.2887,4613046,8374230,223918.5517,19.01014206
7426,555483,Vitali Klitschko,29,Belovodskoye,,KYRGYZSTAN,KG,KGZ,42.83,74.1,Europe,1971,Male,BOXER,INDIVIDUAL SPORTS,SPORTS,12951350,4.832829387,168583.4222,6002788,6948562,446598.2759,19.457790399999997
7818,660446,Vanessa Paradis,42,Saint-Maur-des-Fossés,,FRANCE,FR,FRA,48.7994,2.4997,Europe,1972,Female,COMPANION,COMPANIONS,PUBLIC FIGURE,12859057,6.721489541,79469.21298,5624617,7234440,306168.0238,20.78302964
2359,55014,Leslie Nielsen,60,Regina,,CANADA,CA,CAN,50.454722,-104.606667,North America,1926,Male,ACTOR,FILM AND THEATRE,ARTS,12843437,5.644441017,315068.2967,7225259,5618178,214057.2833,24.01913812
10909,20118104,Alessandro Del Piero,61,Conegliano,,ITALY,IT,ITA,45.886756,12.3,Europe,1974,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,12834262,8.909295512,98980.94111,3852385,8981877,210397.7377,21.11109831
1941,45080,Vasco da Gama,119,Sines,,PORTUGAL,PT,PRT,37.954722,-8.864444,Europe,1469,Male,EXPLORER,EXPLORERS,EXPLORATION,12831158,13.96973756,55682.291320000004,4763528,8067630,107824.8571,29.02642204
9437,2108274,Lena Headey,28,Hamilton,,BERMUDA,BM,BMU,32.293,-64.782,North America,1973,Female,ACTOR,FILM AND THEATRE,ARTS,12829272,4.245971461,139732.0148,8017348,4811924,458188.2857,18.78312466
419,10287,Hirohito,93,Tokyo,,Japan,JP,JPN,35.672,139.72299999999998,Asia,1901,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,12818502,6.995929167999999,43738.92785,4488400,8330102,137833.3548,27.220731899999997
10543,11240679,Stieg Larsson,43,Skelleftehamn,,Sweden,SE,SWE,64.68333299999999,21.233333,Europe,1954,Male,WRITER,LANGUAGE,HUMANITIES,12768801,6.93416332,131314.5374,5142033,7626768,296948.8605,23.21522663
645,14573,Isaac Asimov,89,Petrovichi,,Russia,RU,RUS,53.966667,32.166667,Europe,1920,Male,WRITER,LANGUAGE,HUMANITIES,12760596,8.420574004,36872.49566,5710465,7050131,143377.4831,27.22743578
2477,60203,Henri Matisse,100,Le Cateau-Cambrésis,,France,FR,FRA,50.1042,3.5445,Europe,1869,Male,PAINTER,FINE ARTS,ARTS,12745847,8.752827059,50201.080369999996,5694006,7051841,127458.47,27.38856681
5520,255195,Zodiac Killer,29,Other,,Unknown,UNK,,,,,1940,Male,EXTREMIST,OUTLAWS,PUBLIC FIGURE,12724796,3.9664239589999997,48300.76107,8551101,4173695,438786.06899999996,24.3815797
11133,24956001,Bertolt Brecht,77,Augsburg,,Germany,DE,DEU,48.366667,10.9,Europe,1898,Male,WRITER,LANGUAGE,HUMANITIES,12712391,9.229313527,37783.03448,3319427,9392964,165095.987,27.58621274
3814,148341,Carlos Santana,51,Autlán,,MEXICO,MX,MEX,19.766667,-104.366667,North America,1947,Male,MUSICIAN,MUSIC,ARTS,12677169,6.2197336729999995,33518.44752,6427484,6249685,248571.9412,25.51715869
243,5804,Charles Baudelaire,70,Paris,,FRANCE,FR,FRA,48.8567,2.3508,Europe,1821,Male,WRITER,LANGUAGE,HUMANITIES,12673471,9.397119893,56760.9992,2389588,10283883,181049.5857,27.55921883
866,17888,Leon Trotsky,98,Yelizavetgrad,,Ukraine,UA,UKR,48.5,32.266667,Europe,1879,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,12668544,9.109218182000001,49048.676830000004,6139474,6529070,129270.8571,27.29647205
2355,54938,Saint Nicholas,68,Patara,,Turkey,TR,TUR,36.266217,29.317221999999997,Asia,270,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,12656497,9.14939465,294002.68100000004,5214355,7442142,186124.9559,27.12521407
8841,1235335,Daddy Yankee,30,San Juan,,Puerto Rico,PR,PRI,,,North America,1977,Male,SINGER,MUSIC,ARTS,12615904,3.5829271030000003,60750.050610000006,4143876,8472028,420530.1333,19.41675707
10902,19965375,Leonard Cohen,56,Montreal,,Canada,CA,CAN,45.483333,-73.6,North America,1934,Male,WRITER,LANGUAGE,HUMANITIES,12612448,6.914750466,40119.18997,6664475,5947973,225222.2857,26.18337864
1326,26091,Rupert Murdoch,51,Melbourne,,Australia,AU,AUS,-37.813611,144.963056,Oceania,1931,Male,BUSINESSPERSON,BUSINESS,BUSINESS & LAW,12578393,3.30338096,273546.8315,9563167,3015226,246635.1569,22.77633028
8498,957684,Cesc Fàbregas,69,Arenys de Mar,,SPAIN,ES,ESP,41.581944,2.550278,Europe,1987,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,12524853,7.333733336,116775.0665,6459408,6065445,181519.6087,18.30776975
10472,9210500,Eva Braun,63,Munich,,Germany,DE,DEU,48.133333,11.566667,Europe,1912,Female,COMPANION,COMPANIONS,PUBLIC FIGURE,12507571,7.306920599,44105.65199,6683027,5824544,198532.87300000002,26.40948903
2484,60328,Alanis Morissette,54,Ottawa,,CANADA,CA,CAN,45.421440000000004,-75.69189,North America,1974,Female,SINGER,MUSIC,ARTS,12497345,5.121007668,47008.94053,7541557,4955788,231432.3148,20.55879928
679,15736,Johannes Kepler,105,Weil der Stadt,,Germany,DE,DEU,48.750833,8.870556,Europe,1571,Male,ASTRONOMER,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,12480204,10.44867377,77398.22745,4069640,8410564,118859.0857,28.14565477
4442,173061,Ayumi Hamasaki,41,Fukuoka,,JAPAN,JP,JPN,33.583333,130.4,Asia,1978,Female,SINGER,MUSIC,ARTS,12474432,4.165429078,56561.81691,3615559,8858873,304254.439,19.8213991
256,6260,Claude Debussy,67,Saint-Germain-en-Laye,,France,FR,FRA,48.8989,2.0938,Europe,1862,Male,COMPOSER,MUSIC,ARTS,12470303,10.5399587,223588.7954,4909620,7560683,186123.9254,25.76217129
186,3841,Bud Spencer,32,Naples,,Italy,IT,ITA,,,Europe,1929,Male,ACTOR,FILM AND THEATRE,ARTS,12397601,6.770944489,54729.570510000005,1563169,10834432,387425.0313,25.91896296
3013,76772,Bono,53,Dublin,,IRELAND,IE,IRL,53.347778000000005,-6.259722,Europe,1960,Male,MUSICIAN,MUSIC,ARTS,12372597,4.306079781,36889.64922,8320241,4052356,233445.2264,22.6191599
867,17897,Ludwig Mies van der Rohe,57,Aachen,,GERMANY,DE,DEU,50.783333,6.0833330000000005,Europe,1886,Male,ARCHITECT,DESIGN,ARTS,12326591,10.68884168,708277.0905,4430762,7895829,216255.9825,24.36845175
11239,29331348,Avicii,27,Stockholm,,SWEDEN,SE,SWE,59.329443999999995,18.068610999999997,Europe,1989,Male,MUSICIAN,MUSIC,ARTS,12321754,5.465937801,238625.0106,6820299,5501455,456361.2593,15.90351057
5683,276392,Portia de Rossi,27,Horsham,,AUSTRALIA,AU,AUS,-36.716667,142.2,Oceania,1973,Female,ACTOR,FILM AND THEATRE,ARTS,12302051,2.6423891630000003,85938.95684,9847472,2454579,455631.5185,18.04345386
6360,353535,Roman Abramovich,47,Saratov,,Russia,RU,RUS,51.533333,46.016667,Europe,1966,Male,BUSINESSPERSON,BUSINESS,BUSINESS & LAW,12300824,6.387280926,79050.87234,6934364,5366460,261719.6596,21.46237924
618,14013,Hernán Cortés,106,Medellín,,SPAIN,ES,ESP,38.963056,-5.957778,Europe,1485,Male,EXPLORER,EXPLORERS,EXPLORATION,12277143,6.343690003,54703.23526,5198672,7078471,115822.1038,27.9425708
10177,5609464,Gotye,31,Bruges,,BELGIUM,BE,BEL,51.216667,3.233333,Europe,1980,Male,MUSICIAN,MUSIC,ARTS,12252774,3.776493999,336422.7396,8280979,3971795,395250.7742,16.51246773
10203,5806040,Hrithik Roshan,34,Mumbai,,India,IN,IND,18.975,72.82583299999999,Asia,1974,Male,ACTOR,FILM AND THEATRE,ARTS,12212662,2.146377956,76588.40847000001,10326153,1886509,359195.9412,17.74962725
1675,38218,Émile Durkheim,70,Épinal,,France,FR,FRA,48.1744,6.4512,Europe,1858,Male,SOCIOLOGIST,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,12211487,8.805688048,51595.080389999996,3138275,9073212,174449.8143,27.27283212
8248,816211,Wesley Sneijder,58,Utrecht,,NETHERLANDS,NL,NLD,52.083333,5.116667,Europe,1984,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,12192831,9.501235022000001,168117.8892,4199815,7993016,210221.2241,18.78506302
3424,100127,Florence Nightingale,81,Florence,,ITALY,IT,ITA,43.783333,11.25,Europe,1820,Female,PHYSICIAN,MEDICINE,SCIENCE & TECHNOLOGY,12183178,7.476369615,50580.8332,6230234,5952944,150409.6049,27.00939404
9598,2437065,Andrés Iniesta,69,Fuentealbilla,,SPAIN,ES,ESP,39.266667,-1.549167,Europe,1984,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,12143288,10.30961051,127209.1208,4132883,8010405,175989.6812,19.31731594
9372,1957097,Dalip Singh,35,Dhirana,,India,IN,IND,30.751666999999998,77.667778,Asia,1972,Male,WRESTLER,INDIVIDUAL SPORTS,SPORTS,12133855,4.021170632,34796.99265,8102379,4031476,346681.5714,20.27004078
1322,26034,René Magritte,56,Lessines,,BELGIUM,BE,BEL,50.716667,3.833333,Europe,1898,Male,PAINTER,FINE ARTS,ARTS,12118422,8.984857226,221488.5747,4767328,7351094,216400.3929,25.17944198
1410,28701,Shania Twain,55,Windsor,,CANADA,CA,CAN,42.283333,-83.0,North America,1965,Female,SINGER,MUSIC,ARTS,12064037,4.346793786,62329.598529999996,8159228,3904809,219346.1273,21.29299686
11,851,Alfred Nobel,109,Stockholm,,SWEDEN,SE,SWE,59.329443999999995,18.068610999999997,Europe,1833,Male,CHEMIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,11998627,13.78529862,79776.41047999999,4360758,7637869,110079.1468,27.64615987
555,12958,Giuseppe Verdi,107,Le Roncole,,ITALY,IT,ITA,44.9525,10.072222,Europe,1813,Male,COMPOSER,MUSIC,ARTS,11937617,14.28045413,47483.33627,3105532,8832085,111566.51400000001,28.39795519
8580,1024181,Carlos Tévez,57,Buenos Aires,,ARGENTINA,AR,ARG,-34.633333,-58.533333,South America,1984,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,11898406,7.845568387999999,85491.9869,5069865,6828541,208743.9649,19.07054029
969,20155,Marcus Aurelius,73,Rome,,ITALY,IT,ITA,41.9,12.5,Europe,121,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,11839877,9.847919961,33523.26776,5126296,6713581,162190.0959,29.33053358
8825,1229883,Bar Refaeli,28,Hod HaSharon,,Israel,IL,ISR,32.15,34.883333,Asia,1985,Female,MODEL,MEDIA PERSONALITY,PUBLIC FIGURE,11754327,5.02511556,117054.8503,6861364,4892963,419797.3929,17.08630699
7051,451281,Andrea Bocelli,71,Lajatico,,ITALY,IT,ITA,43.472221999999995,10.729444,Europe,1958,Male,SINGER,MUSIC,ARTS,11744564,8.364100783,64621.78517,5390383,6354181,165416.3944,23.72500307
682,15745,Johannes Gutenberg,108,Mainz,,Germany,DE,DEU,50.0,8.266667,Europe,1398,Male,INVENTOR,INVENTION,SCIENCE & TECHNOLOGY,11713571,11.47208929,51268.07398,3307672,8405899,108458.9907,28.853482899999996
657,15179,Indira Gandhi,98,Allahabad,,India,IN,IND,25.45,81.85,Asia,1917,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,11692031,5.95251871,58306.30041,7591847,4100184,119306.4388,25.91209208
1218,24326,Pol Pot,76,Prek Sbauv,,CAMBODIA,KH,KHM,12.7,104.9,Asia,1925,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,11681078,9.513772381,41806.80977,5362922,6318156,153698.3947,26.82812776
2242,51884,Hosni Mubarak,96,Kafr El-Meselha,,EGYPT,EG,EGY,30.52,30.99,Africa,1928,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,11679871,7.729865945,350618.5862,5842329,5837542,121665.3229,24.62321266
10851,19317201,Freida Pinto,37,Mumbai,,India,IN,IND,18.975,72.82583299999999,Asia,1984,Female,ACTOR,FILM AND THEATRE,ARTS,11624149,3.4002102689999996,129348.543,8292140,3332009,314166.1892,16.64735207
